cluster_id,entity_id,structure_id,label_asym_id,length,resolution,coordinate_coverage,sequence_sha256,mmcif_path,mmcif_sha256,selection_seed
3EKL_1,3ELF_1,3ELF,A,349,1.31,0.9512893982808023,894bb088adbdc5e565f7f53a62d969816ea03f9f907e90bdcdc80d024311f02d,mmcif/3ELF.cif,38e7b89a2e28f73de208cf537c95379e48fddbc8c2f79ad83fd01300c6f525f7,20260822
5HJJ_1,5HJM_1,5HJM,A,352,1.762,0.9914772727272727,8a07fc132c4cd92744021422028117f4bea496fa2712b1fe6637e710ac22f8f6,mmcif/5HJM.cif,af5d0cc403cb6f866a3efcd151941be85db642d0670a1e8becf370aec561e56f,20260822
7PUL_1,7PUL_1,7PUL,A,355,1.4,0.9774647887323944,6451e792972c92e11ca6eaa2077915616e850a2cacdda388a83c4bc6cd168593,mmcif/7PUL.cif,31f0a3d9c88ed5145b37a6f3d647a0f515de8d6fc0b7b5ec5ffacf318f9b25b8,20260822
2X7H_1,2C0C_1,2C0C,A,362,1.45,0.9751381215469613,dc85df04acc9989d76372c47833b0fa39dd5605de02f2331fc8895d85cc6ac2b,mmcif/2C0C.cif,78f5f71cdb0ebefcb66e9d16f8cec8d62d7b017c59473c300b676d273c5eb719,20260822
9YD7_1,8PBG_1,8PBG,A,362,1.46,1.0,9c79b7cdec704d2b7c0fd95de5ebb02b304cc99a86726fa4ccc606fc6fd4cd12,mmcif/8PBG.cif,cf3e3a33683caa5084f3419dd165e5e8cf76d4ccd27a95ce92d01d8dbfd84e44,20260822
6AU1_1,4P7Q_1,4P7Q,A,367,1.651,0.9782016348773842,1095840ec677b3002e5cbdc8efb8b94492d8c39f5562672c3ad58df52ca3073d,mmcif/4P7Q.cif,1a0306b890b1e34d20b622eddf8cd4e63f70c4862a31019b5de6531d8a80e7bd,20260822
1FNF_1,1FNF_1,1FNF,A,368,2.0,1.0,326fe6770a4bf156e276a4bacf39c5af0b15cc22949c9e5541c5fa1a1c6e8a24,mmcif/1FNF.cif,a49c2efaed3cb0fb774f3bdeb1a6473c211eb173939200976049e8d129cce9ad,20260822
1GA1_1,1GA6_1,1GA6,A,372,1.0,0.9919354838709677,49899aadcaa8d614e66eee88e227925a45998f03c9b2b2cc3770a3b989dd2eed,mmcif/1GA6.cif,05753e5eb190d3e99bdf0eb449d748333ce21f4440306f1940edb351abee9353,20260822
9VA5_1,5JXZ_1,5JXZ,A,391,1.88,0.9539641943734015,b8f80b3e8a6a2f4aade5b6bcb057a4778b2e92ceeb96fde87d0339bd72f3c55f,mmcif/5JXZ.cif,b1dd8dcf49e59aeb326745cb6959d5dcb000afa4c46d91ff9925523f4995ab24,20260822
4OZU_1,4OZU_1,4OZU,A,394,1.65,0.9898477157360406,a05c81e54835faac8e50db89bcbed0322289d6b60b550c71248abbe5939ab66f,mmcif/4OZU.cif,30a81735f937be2d2dfb668250ca1a1c58e0ce30d26e288863af1d4e8d28cc00,20260822
7MQ7_1,3Q27_1,3Q27,A,397,1.302,0.982367758186398,59d1dc40f617748ebf6f1c4224142eb13938890f38096029d7e7f975587a1d15,mmcif/3Q27.cif,c82ed286c135e6b8b0fed5d198b92e737f47b060bd318aa9f685eb165e3e44b7,20260822
6GL6_1,9HPX_1,9HPX,A,397,0.96,1.0,f1d9de3a7f5027777ae9490b344c4c6b4b9bcf23657e08fa4a49d0942b4df2fb,mmcif/9HPX.cif,49ddf06eef63afcae0ef05b866af95586795a82f814597be5422c9fe3ce17552,20260822
8OI4_1,8OI4_1,8OI4,C,398,1.76,0.9824120603015075,df8c908147d0cdddcb0947ddc6da1faed464617c79744497949a45f8c6c23d13,mmcif/8OI4.cif,65d407a88d160b55bdecc33b7fec26b1f2962d3ca7a7a58928cd7fb5b2a00cc3,20260822
6F8C_1,6F8A_1,6F8A,A,400,1.35,0.985,44baebee5153d52d8fc60465c866d095a4038a599fca9b6d734b4588f5d19b80,mmcif/6F8A.cif,3f0f903354a9c17646bbc2bc52d099099b8b5f6c0cf64c0711756be0add9ab2d,20260822
4W4T_1,8V1X_1,8V1X,B,401,1.84,0.970074812967581,c91072cf196719916b6b90c71568c7de946332a38ca3a972b9139421b2f4898f,mmcif/8V1X.cif,9aa537cd503ed69e79ff3c52c0b4692f26d54ebd59e3b4e57201fbb738db252e,20260822
8VKT_1,8VKT_1,8VKT,A,402,1.398,0.9527363184079602,3e6263285563549fffa6a8dffc8dc205c9eb66eab7b8cf6831e94c94ed507509,mmcif/8VKT.cif,12cb79367379335586bf39dfd2c387668a351c0cc4a9946b891bbb5a6cf52ec5,20260822
4DZH_1,1P1M_1,1P1M,A,406,1.5,0.9950738916256158,7d49782cd4d1b970c5ec8cd2d6b9317f1057d20dbf773fa77c2370fdf8b98ad0,mmcif/1P1M.cif,7e1095a50ebe625c235e18dd434cdeffbf79dc2e9d4597a3c622ce344bc31f9f,20260822
2AU3_1,2AU3_1,2AU3,A,407,2.0,0.9901719901719902,8876e04fff2c51bc5275c7407392b3fd94778c3e95a8787b07b50706159b4ae9,mmcif/2AU3.cif,1c4829ed7c0def660657f13e309f5551e93cfe15e40d5c8e612ef0111d4f2d02,20260822
6VT2_1,6VT2_1,6VT2,A,409,1.52,1.0,c6b90f8a3fe83e840dd3f60dcb4a2d8547576017cd6c35c9103105a44a7b0c00,mmcif/6VT2.cif,b61082b61699deeea5b29e3af2fccfd29a115f68d700a02d01418eaff7c81b24,20260822
7STY_1,7KYX_1,7KYX,A,409,1.63,0.9706601466992665,62efeb561b40bc541899b7d39c84153e3f88e40c4cd7431c55852e4887e4924c,mmcif/7KYX.cif,f09ee647e8bc0b3b6077549f11dd83030f5734eee7f5ae8eae65e4af44a4e6ec,20260822
3N0Q_1,3VCA_1,3VCA,A,412,1.59,0.9635922330097088,02696bd07c892515185be2809c4d39876ddd67459e5b8f8988a93fdc7960d8ea,mmcif/3VCA.cif,81551c4a242afc56fedcb13ce17b2a11e670ce6f1a57e7dfc58cfa474673464b,20260822
1TQY_2,1TQY_2,1TQY,B,415,2.0,0.9686746987951808,c358edd4ca01b9d4574178c021cf301c8c4d30a7db1da7e9a8c3f8b2e3312141,mmcif/1TQY.cif,f8a9626884bef20efa712d14c9ac76e6401e3d32149c6a35d66440f52c3ed352,20260822
1ZZG_1,1ZZG_1,1ZZG,A,415,1.95,1.0,d0d3183030b874d691601b37d21d0cca5669968f87050a35431c9fc132485aeb,mmcif/1ZZG.cif,416ff754b5f42abc49137d637b9910c52c761214ab28fba1170ce318d04ee2cb,20260822
2FE6_1,4L4E_1,4L4E,A,415,1.261,0.9759036144578314,b2cffdf724352660343faaeefc217635602c29bd58e4f04412334ffadc877943,mmcif/4L4E.cif,19d7a38e6cf0d9f251c9c17ecfa3b63ad905a8413aecc8a323fbac7cfc9667f5,20260822
5K2X_1,5K2X_1,5K2X,A,420,1.5,0.9857142857142858,085261b94039559e01f3874b85d20af03a0f0a1d10f424d221b6dd1f181bf4c8,mmcif/5K2X.cif,f031ce8cb7cf4f64d9fd679f7b7022d5b993d9415fbd53b481996f0a99e511e0,20260822
2OO0_1,7U6U_1,7U6U,A,424,1.85,0.9504716981132075,297cdc02305c91ed33f8bf0bdb67684b9454e7bca13f1392a12e9c81ba5bac6f,mmcif/7U6U.cif,cf33243fa5348d2b33c601eeb99d9761ec03f8045f00f16f7abc3be2c1eb6bd5,20260822
6HWR_2,6HWR_2,6HWR,D,426,1.95,1.0,d21474c52d65f891485fdc66a2c7186453ffe91dbedc11a7b787258ea45a7453,mmcif/6HWR.cif,ce50370b83619e273534722f33966877192e233638ec70fc725393f04f0054e8,20260822
5FAN_1,5KJV_1,5KJV,A,427,1.75,1.0,8d01c8d31ad9b9a82aad0ef6c2ae3bc27a83a836f510b7a1933d62da234c9a26,mmcif/5KJV.cif,989aab198c9cf85de4ae7c00d5b7529d609b7553f1f40387ebed139cf78fcaef,20260822
7QSU_1,7QSS_1,7QSS,A,432,1.56,1.0,8b786f99526dab59555579d1b18084b90e3a234339ea5b7b08611b4fcf4648a5,mmcif/7QSS.cif,c1f82940c20e0d5c98ecea05e5bb576feb61e40ecf2cdc737b745093835698d5,20260822
4XJQ_1,4MZA_1,4MZA,B,437,1.653,1.0,e870f40173cc87706aa97138d267649b2d173f000c9e7e8b7bfe11f0e6597573,mmcif/4MZA.cif,e3aca37f23346ede0c1f4b2ce7c14c064bf52fc5c85584883723705d5b4c1c84,20260822
2YCL_1,2YCL_1,2YCL,A,445,1.95,0.9932584269662922,420fbcf1d571642bdc66cd9cf89cea6b5369cf57f9b158eac388f681387a3408,mmcif/2YCL.cif,fbc043b6b42ae0672a5188830d3553ff49f4d04dd6a4515cc4c44fc8b6f230a4,20260822
7TI7_1,9BN8_1,9BN8,A,445,1.35,0.9842696629213483,6d9e58a73ec006e8353b7019be87c7eb625f8849b01924a0ff277bcf71e0dd8d,mmcif/9BN8.cif,63a87e93958f693ac76d8f9a95b894aeffcd9c6464830559665f6c3aca16b17a,20260822
2GBW_1,2BMO_1,2BMO,A,447,1.2,0.9776286353467561,6d44ff829920bd55d3b7da7580dae71eb51edf4640a21792b4572d56097aa297,mmcif/2BMO.cif,500567ba29fd4fcfa84a0ede014e1dd9dc69b57c1ae8a1e410f4951af5cc94e5,20260822
6NFX_1,4C5E_1,4C5E,A,451,1.951,0.975609756097561,70ef6aa6fe7d56e59c6d17671101365069d0418bd340e4a7854d52bbb63a87c9,mmcif/4C5E.cif,6fd4dff5ac32bca4a0d453ac0a0bb48ed21bf6ee17cab60b75861c12173e4d1f,20260822
3POH_1,6T8I_1,6T8I,A,451,1.4,0.9623059866962306,31261866a77f4a466145f7796ad1987803fddf993d9f1edcba9ce5658afa04b9,mmcif/6T8I.cif,c77caea97931a27997c5044db38d4115e3d90ddb912df2c044430e492396f99b,20260822
2EX2_1,2EX2_1,2EX2,A,458,1.55,0.9956331877729258,434fcbee74c0733de4823b2ecfd2376539bc586026a4df30b78355493ae265ce,mmcif/2EX2.cif,79e04a512b2e22ffaf6bf78dd570a24de58bb904db2af93f2d4d36bae2befc37,20260822
1ZCZ_1,1ZCZ_1,1ZCZ,B,464,1.88,0.978448275862069,34013c697f71e473e31e1967988a75fcc87af111353a269e9e354042e8a98d28,mmcif/1ZCZ.cif,0dd76a8e12ffc59972dfc6a5141ab3522f95df0d9f9b6394aff618844654f1c3,20260822
4XYL_1,4XYM_1,4XYM,A,464,1.9,1.0,79c6862328155e6fa86b4408bfb9cf3102b069cc5cc0642a31423dd157bcc322,mmcif/4XYM.cif,d9e9c28f83eeabee30ab4575e53940da00b1bd188e99dd18e3f5966dfc92e741,20260822
7STT_1,6PSM_1,6PSM,B,469,1.95,0.9530916844349681,b2eb342fe968bf0623e3b53577ecb336f99eebd5f34696dbfbdfaae97f2827a3,mmcif/6PSM.cif,190166ad7e20557bb3f153c7b2ba7c051d047654e3dfcbf053b0957cd0b5860c,20260822
9KL6_1,9KL6_1,9KL6,A,472,1.45,0.951271186440678,02303dd53f39a909129c91ee8dde49471168a3ef5eccd33e2235560e277015c8,mmcif/9KL6.cif,11aece742d20567cf67d5a8634da1fcc3869e9a1e36e45b6dc72a059d61bf225,20260822
7JJ9_1,7JJ9_1,7JJ9,A,475,1.58,0.9705263157894737,be86754e69e5f62c921d09c9c237ede066f2e78c9548ea5281c3e1b293c672e8,mmcif/7JJ9.cif,5e38991d929f8f3f598dc8dc91b9bc56c4fc208ccb6bbbb342db6b861329d274,20260822
3MHS_1,3MHS_1,3MHS,A,476,1.89,0.9558823529411765,8dc91f6d0eff3fe424be2c4795a8d84995674ff2764887c87e377ff1b3260716,mmcif/3MHS.cif,575f6c67ed41f3b20c28f6be03c8c2daf1bec2bf3e9a563313b02023435e0984,20260822
8YP7_1,2VCH_1,2VCH,A,480,1.45,0.9625,08eafdd43d39cb79137605ee198192e4a62030e31e9c388d1a895e9adaaf06be,mmcif/2VCH.cif,b3a54162db2eba23d40e71d13140a45d9abe5a9df44099e73d854570f130d9a3,20260822
6EEI_1,8OR9_1,8OR9,A,480,1.9,0.96875,6593e99e04e4bddaa64c7be7b4dea0fd8088d5803cb8f8f90fc0d21bc9065a68,mmcif/8OR9.cif,7b11947444a48333658e9022609c0f444e9299c7e8429fb14b87680a096e816d,20260822
9C9Q_1,9C9Q_1,9C9Q,B,480,2.0,0.95,0ba4fee631caffd0ddd1606963278e534ee6beb02e0a0980b087a4448439428b,mmcif/9C9Q.cif,68e8edb6e5ca2e5910f60da5376a55c3593d4e10157af44e9640ae9df6e0ce92,20260822
5T3B_1,5T3B_1,5T3B,A,481,1.4,0.9521829521829522,3f9c05a355d60c410a218d2d39e2024f23f4896c2e7221d9ffea49947481e128,mmcif/5T3B.cif,6eb943d95a0e7e02519b7eea8abbc84c015637bb04124757eb12b0a8e2cb5a84,20260822
3C7E_1,3C7F_1,3C7F,A,487,1.55,1.0,df21910fc38b4d9417532285c38e66ceb1a8d26e22dbc9e35fb8163ab69dd655,mmcif/3C7F.cif,2c2f6e7da5e31ae48f1369438458ab28dafcaf4b419e6160d9839e72c89b873f,20260822
8Y9Q_1,4HA4_1,4HA4,A,489,1.37,1.0,9f1bc1e465984f83a9b1fce14c4133108fd0169c541818ccaafa01845a056838,mmcif/4HA4.cif,a34d85d5cbaaa58f953624029e1ee5aee05a1293a9b736c9f84afde63a977faa,20260822
5WQS_1,1WDP_1,1WDP,A,495,1.27,0.9959595959595959,a01fbdb73478e00370469006ce6caad79645f981e70e9c566161233946e30662,mmcif/1WDP.cif,033bb2bebd6f9a4a2ad6edc6c2ce653836366cd44cb86f3a78389c8dd87b44bf,20260822
7EYO_1,7EYO_1,7EYO,A,496,1.85,0.9798387096774194,fdcfd8df9e65744586b54d1a0018863c09fde53e9bb86d01b19006f5cb43b27a,mmcif/7EYO.cif,f1f055a81477cfd52352636b2895f8caeda16a1959baa627c8e0c86c3ac4be9c,20260822
